showSelected1	ymin	ymax	xmin	xmax
8	0	0	4.55	5.45
8	0	0	5.55	6.45
8	0	0	6.55	7.45
8	0	0	7.55	8.45
8	0	0	8.55	9.45
8	0	0	9.55	10.45
8	0	0	10.55	11.45
8	0	0	11.55	12.45
9	0	0	0.55	1.45
9	0	0	1.55	2.45
9	0	0	2.55	3.45
9	0	0	3.55	4.45
9	0	0	4.55	5.45
9	0	0	5.55	6.45
9	0	0	6.55	7.45
9	0	0	7.55	8.45
9	0	0	8.55	9.45
9	0	0	9.55	10.45
9	0	0	10.55	11.45
9	0	0	11.55	12.45
10	0	0	0.55	1.45
10	0	0	1.55	2.45
10	0	0	2.55	3.45
10	0	0	3.55	4.45
10	0	0	4.55	5.45
10	0	0	5.55	6.45
10	0	0	6.55	7.45
10	0	0	7.55	8.45
10	0	0	8.55	9.45
10	0	0	9.55	10.45
10	0	0	10.55	11.45
10	0	0	11.55	12.45
11	0	0	0.55	1.45
11	0	0	1.55	2.45
11	0	0	2.55	3.45
11	0	0	3.55	4.45
11	0	0	4.55	5.45
11	0	0	5.55	6.45
11	0	0	6.55	7.45
11	0	0	7.55	8.45
11	0	0	8.55	9.45
11	0	0	9.55	10.45
11	0	0	10.55	11.45
11	0	0	11.55	12.45
12	0	0	0.55	1.45
12	0	0	1.55	2.45
12	0	0	2.55	3.45
12	0	0	3.55	4.45
12	0	0	4.55	5.45
12	0	0	5.55	6.45
12	0	0	6.55	7.45
12	0	0	7.55	8.45
12	0	0	8.55	9.45
12	0	0	9.55	10.45
12	0	0	10.55	11.45
12	0	0	11.55	12.45
13	0	0	0.55	1.45
13	0	0	1.55	2.45
13	0	0	2.55	3.45
13	0	0	3.55	4.45
13	0	1	4.55	5.45
13	0	0	5.55	6.45
13	0	0	6.55	7.45
13	0	0	7.55	8.45
13	0	0	8.55	9.45
13	0	0	9.55	10.45
13	0	0	10.55	11.45
13	0	0	11.55	12.45
14	0	0	0.55	1.45
14	0	0	1.55	2.45
14	0	0	2.55	3.45
14	0	0	3.55	4.45
14	0	2	4.55	5.45
14	0	0	5.55	6.45
14	0	0	6.55	7.45
14	0	0	7.55	8.45
14	0	0	8.55	9.45
14	0	0	9.55	10.45
14	0	0	10.55	11.45
14	0	0	11.55	12.45
15	0	0	0.55	1.45
15	0	0	1.55	2.45
15	0	0	2.55	3.45
15	0	0	3.55	4.45
15	0	2	4.55	5.45
15	0	0	5.55	6.45
15	0	1	6.55	7.45
15	0	0	7.55	8.45
15	0	0	8.55	9.45
15	0	0	9.55	10.45
15	0	0	10.55	11.45
15	0	0	11.55	12.45
16	0	0	0.55	1.45
16	0	0	1.55	2.45
16	0	0	2.55	3.45
16	0	0	3.55	4.45
16	0	2	4.55	5.45
16	0	0	5.55	6.45
16	0	2	6.55	7.45
16	0	0	7.55	8.45
16	0	0	8.55	9.45
16	0	0	9.55	10.45
16	0	0	10.55	11.45
16	0	0	11.55	12.45
17	0	0	0.55	1.45
17	0	0	1.55	2.45
17	0	0	2.55	3.45
17	0	0	3.55	4.45
17	0	3	4.55	5.45
17	0	0	5.55	6.45
17	0	2	6.55	7.45
17	0	0	7.55	8.45
17	0	0	8.55	9.45
17	0	0	9.55	10.45
17	0	0	10.55	11.45
17	0	0	11.55	12.45
18	0	0	0.55	1.45
18	0	0	1.55	2.45
18	0	0	2.55	3.45
18	0	0	3.55	4.45
18	0	3	4.55	5.45
18	0	0	5.55	6.45
18	0	3	6.55	7.45
18	0	0	7.55	8.45
18	0	0	8.55	9.45
18	0	0	9.55	10.45
18	0	0	10.55	11.45
18	0	0	11.55	12.45
19	0	0	0.55	1.45
19	0	0	1.55	2.45
19	0	0	2.55	3.45
19	0	0	3.55	4.45
19	0	3	4.55	5.45
19	0	0	5.55	6.45
19	0	3	6.55	7.45
19	0	0	7.55	8.45
19	0	0	8.55	9.45
19	0	1	9.55	10.45
19	0	0	10.55	11.45
19	0	0	11.55	12.45
20	0	0	0.55	1.45
20	0	0	1.55	2.45
20	0	0	2.55	3.45
20	0	1	3.55	4.45
20	0	3	4.55	5.45
20	0	0	5.55	6.45
20	0	3	6.55	7.45
20	0	0	7.55	8.45
20	0	0	8.55	9.45
20	0	1	9.55	10.45
20	0	0	10.55	11.45
20	0	0	11.55	12.45
21	0	0	0.55	1.45
21	0	0	1.55	2.45
21	0	0	2.55	3.45
21	0	1	3.55	4.45
21	0	3	4.55	5.45
21	0	0	5.55	6.45
21	0	3	6.55	7.45
21	0	1	7.55	8.45
21	0	0	8.55	9.45
21	0	1	9.55	10.45
21	0	0	10.55	11.45
21	0	0	11.55	12.45
22	0	0	0.55	1.45
22	0	0	1.55	2.45
22	0	0	2.55	3.45
22	0	1	3.55	4.45
22	0	3	4.55	5.45
22	0	0	5.55	6.45
22	0	3	6.55	7.45
22	0	2	7.55	8.45
22	0	0	8.55	9.45
22	0	1	9.55	10.45
22	0	0	10.55	11.45
22	0	0	11.55	12.45
23	0	0	0.55	1.45
23	0	0	1.55	2.45
23	0	0	2.55	3.45
23	0	1	3.55	4.45
23	0	3	4.55	5.45
23	0	0	5.55	6.45
23	0	4	6.55	7.45
23	0	2	7.55	8.45
23	0	0	8.55	9.45
23	0	1	9.55	10.45
23	0	0	10.55	11.45
23	0	0	11.55	12.45
24	0	0	0.55	1.45
24	0	0	1.55	2.45
24	0	0	2.55	3.45
24	0	1	3.55	4.45
24	0	4	4.55	5.45
24	0	0	5.55	6.45
24	0	4	6.55	7.45
24	0	2	7.55	8.45
24	0	0	8.55	9.45
24	0	1	9.55	10.45
24	0	0	10.55	11.45
24	0	0	11.55	12.45
25	0	0	0.55	1.45
25	0	0	1.55	2.45
25	0	0	2.55	3.45
25	0	1	3.55	4.45
25	0	4	4.55	5.45
25	0	0	5.55	6.45
25	0	4	6.55	7.45
25	0	3	7.55	8.45
25	0	0	8.55	9.45
25	0	1	9.55	10.45
25	0	0	10.55	11.45
25	0	0	11.55	12.45
26	0	0	0.55	1.45
26	0	0	1.55	2.45
26	0	0	2.55	3.45
26	0	1	3.55	4.45
26	0	4	4.55	5.45
26	0	0	5.55	6.45
26	0	5	6.55	7.45
26	0	3	7.55	8.45
26	0	0	8.55	9.45
26	0	1	9.55	10.45
26	0	0	10.55	11.45
26	0	0	11.55	12.45
27	0	0	0.55	1.45
27	0	0	1.55	2.45
27	0	0	2.55	3.45
27	0	1	3.55	4.45
27	0	4	4.55	5.45
27	0	0	5.55	6.45
27	0	6	6.55	7.45
27	0	3	7.55	8.45
27	0	0	8.55	9.45
27	0	1	9.55	10.45
27	0	0	10.55	11.45
27	0	0	11.55	12.45
28	0	0	0.55	1.45
28	0	0	1.55	2.45
28	0	0	2.55	3.45
28	0	1	3.55	4.45
28	0	4	4.55	5.45
28	0	0	5.55	6.45
28	0	7	6.55	7.45
28	0	3	7.55	8.45
28	0	0	8.55	9.45
28	0	1	9.55	10.45
28	0	0	10.55	11.45
28	0	0	11.55	12.45
29	0	0	0.55	1.45
29	0	0	1.55	2.45
29	0	0	2.55	3.45
29	0	1	3.55	4.45
29	0	5	4.55	5.45
29	0	0	5.55	6.45
29	0	7	6.55	7.45
29	0	3	7.55	8.45
29	0	0	8.55	9.45
29	0	1	9.55	10.45
29	0	0	10.55	11.45
29	0	0	11.55	12.45
30	0	0	0.55	1.45
30	0	0	1.55	2.45
30	0	0	2.55	3.45
30	0	1	3.55	4.45
30	0	5	4.55	5.45
30	0	1	5.55	6.45
30	0	7	6.55	7.45
30	0	3	7.55	8.45
30	0	0	8.55	9.45
30	0	1	9.55	10.45
30	0	0	10.55	11.45
30	0	0	11.55	12.45
31	0	0	0.55	1.45
31	0	0	1.55	2.45
31	0	0	2.55	3.45
31	0	1	3.55	4.45
31	0	5	4.55	5.45
31	0	2	5.55	6.45
31	0	7	6.55	7.45
31	0	3	7.55	8.45
31	0	0	8.55	9.45
31	0	1	9.55	10.45
31	0	0	10.55	11.45
31	0	0	11.55	12.45
32	0	0	0.55	1.45
32	0	0	1.55	2.45
32	0	0	2.55	3.45
32	0	1	3.55	4.45
32	0	5	4.55	5.45
32	0	2	5.55	6.45
32	0	7	6.55	7.45
32	0	4	7.55	8.45
32	0	0	8.55	9.45
32	0	1	9.55	10.45
32	0	0	10.55	11.45
32	0	0	11.55	12.45
33	0	0	0.55	1.45
33	0	0	1.55	2.45
33	0	0	2.55	3.45
33	0	1	3.55	4.45
33	0	5	4.55	5.45
33	0	2	5.55	6.45
33	0	7	6.55	7.45
33	0	4	7.55	8.45
33	0	1	8.55	9.45
33	0	1	9.55	10.45
33	0	0	10.55	11.45
33	0	0	11.55	12.45
34	0	0	0.55	1.45
34	0	0	1.55	2.45
34	0	0	2.55	3.45
34	0	1	3.55	4.45
34	0	5	4.55	5.45
34	0	2	5.55	6.45
34	0	7	6.55	7.45
34	0	5	7.55	8.45
34	0	1	8.55	9.45
34	0	1	9.55	10.45
34	0	0	10.55	11.45
34	0	0	11.55	12.45
35	0	0	0.55	1.45
35	0	0	1.55	2.45
35	0	0	2.55	3.45
35	0	1	3.55	4.45
35	0	5	4.55	5.45
35	0	2	5.55	6.45
35	0	7	6.55	7.45
35	0	5	7.55	8.45
35	0	2	8.55	9.45
35	0	1	9.55	10.45
35	0	0	10.55	11.45
35	0	0	11.55	12.45
36	0	0	0.55	1.45
36	0	0	1.55	2.45
36	0	0	2.55	3.45
36	0	1	3.55	4.45
36	0	5	4.55	5.45
36	0	2	5.55	6.45
36	0	7	6.55	7.45
36	0	6	7.55	8.45
36	0	2	8.55	9.45
36	0	1	9.55	10.45
36	0	0	10.55	11.45
36	0	0	11.55	12.45
37	0	0	0.55	1.45
37	0	0	1.55	2.45
37	0	0	2.55	3.45
37	0	1	3.55	4.45
37	0	5	4.55	5.45
37	0	2	5.55	6.45
37	0	8	6.55	7.45
37	0	6	7.55	8.45
37	0	2	8.55	9.45
37	0	1	9.55	10.45
37	0	0	10.55	11.45
37	0	0	11.55	12.45
38	0	0	0.55	1.45
38	0	0	1.55	2.45
38	0	0	2.55	3.45
38	0	1	3.55	4.45
38	0	5	4.55	5.45
38	0	3	5.55	6.45
38	0	8	6.55	7.45
38	0	6	7.55	8.45
38	0	2	8.55	9.45
38	0	1	9.55	10.45
38	0	0	10.55	11.45
38	0	0	11.55	12.45
39	0	0	0.55	1.45
39	0	0	1.55	2.45
39	0	0	2.55	3.45
39	0	1	3.55	4.45
39	0	5	4.55	5.45
39	0	3	5.55	6.45
39	0	9	6.55	7.45
39	0	6	7.55	8.45
39	0	2	8.55	9.45
39	0	1	9.55	10.45
39	0	0	10.55	11.45
39	0	0	11.55	12.45
40	0	0	0.55	1.45
40	0	0	1.55	2.45
40	0	0	2.55	3.45
40	0	1	3.55	4.45
40	0	5	4.55	5.45
40	0	3	5.55	6.45
40	0	9	6.55	7.45
40	0	7	7.55	8.45
40	0	2	8.55	9.45
40	0	1	9.55	10.45
40	0	0	10.55	11.45
40	0	0	11.55	12.45
41	0	0	0.55	1.45
41	0	0	1.55	2.45
41	0	0	2.55	3.45
41	0	1	3.55	4.45
41	0	5	4.55	5.45
41	0	3	5.55	6.45
41	0	10	6.55	7.45
41	0	7	7.55	8.45
41	0	2	8.55	9.45
41	0	1	9.55	10.45
41	0	0	10.55	11.45
41	0	0	11.55	12.45
42	0	0	0.55	1.45
42	0	0	1.55	2.45
42	0	0	2.55	3.45
42	0	2	3.55	4.45
42	0	5	4.55	5.45
42	0	3	5.55	6.45
42	0	10	6.55	7.45
42	0	7	7.55	8.45
42	0	2	8.55	9.45
42	0	1	9.55	10.45
42	0	0	10.55	11.45
42	0	0	11.55	12.45
43	0	0	0.55	1.45
43	0	0	1.55	2.45
43	0	0	2.55	3.45
43	0	2	3.55	4.45
43	0	5	4.55	5.45
43	0	3	5.55	6.45
43	0	10	6.55	7.45
43	0	8	7.55	8.45
43	0	2	8.55	9.45
43	0	1	9.55	10.45
43	0	0	10.55	11.45
43	0	0	11.55	12.45
44	0	0	0.55	1.45
44	0	0	1.55	2.45
44	0	0	2.55	3.45
44	0	2	3.55	4.45
44	0	5	4.55	5.45
44	0	3	5.55	6.45
44	0	11	6.55	7.45
44	0	8	7.55	8.45
44	0	2	8.55	9.45
44	0	1	9.55	10.45
44	0	0	10.55	11.45
44	0	0	11.55	12.45
45	0	0	0.55	1.45
45	0	0	1.55	2.45
45	0	0	2.55	3.45
45	0	2	3.55	4.45
45	0	6	4.55	5.45
45	0	3	5.55	6.45
45	0	11	6.55	7.45
45	0	8	7.55	8.45
45	0	2	8.55	9.45
45	0	1	9.55	10.45
45	0	0	10.55	11.45
45	0	0	11.55	12.45
46	0	0	0.55	1.45
46	0	0	1.55	2.45
46	0	0	2.55	3.45
46	0	2	3.55	4.45
46	0	6	4.55	5.45
46	0	4	5.55	6.45
46	0	11	6.55	7.45
46	0	8	7.55	8.45
46	0	2	8.55	9.45
46	0	1	9.55	10.45
46	0	0	10.55	11.45
46	0	0	11.55	12.45
47	0	0	0.55	1.45
47	0	0	1.55	2.45
47	0	0	2.55	3.45
47	0	2	3.55	4.45
47	0	6	4.55	5.45
47	0	4	5.55	6.45
47	0	11	6.55	7.45
47	0	9	7.55	8.45
47	0	2	8.55	9.45
47	0	1	9.55	10.45
47	0	0	10.55	11.45
47	0	0	11.55	12.45
48	0	0	0.55	1.45
48	0	0	1.55	2.45
48	0	0	2.55	3.45
48	0	2	3.55	4.45
48	0	7	4.55	5.45
48	0	4	5.55	6.45
48	0	11	6.55	7.45
48	0	9	7.55	8.45
48	0	2	8.55	9.45
48	0	1	9.55	10.45
48	0	0	10.55	11.45
48	0	0	11.55	12.45
49	0	0	0.55	1.45
49	0	0	1.55	2.45
49	0	0	2.55	3.45
49	0	2	3.55	4.45
49	0	7	4.55	5.45
49	0	4	5.55	6.45
49	0	11	6.55	7.45
49	0	9	7.55	8.45
49	0	2	8.55	9.45
49	0	2	9.55	10.45
49	0	0	10.55	11.45
49	0	0	11.55	12.45
50	0	0	0.55	1.45
50	0	0	1.55	2.45
50	0	0	2.55	3.45
50	0	2	3.55	4.45
50	0	8	4.55	5.45
50	0	4	5.55	6.45
50	0	11	6.55	7.45
50	0	9	7.55	8.45
50	0	2	8.55	9.45
50	0	2	9.55	10.45
50	0	0	10.55	11.45
50	0	0	11.55	12.45
51	0	0	0.55	1.45
51	0	0	1.55	2.45
51	0	0	2.55	3.45
51	0	2	3.55	4.45
51	0	8	4.55	5.45
51	0	5	5.55	6.45
51	0	11	6.55	7.45
51	0	9	7.55	8.45
51	0	2	8.55	9.45
51	0	2	9.55	10.45
51	0	0	10.55	11.45
51	0	0	11.55	12.45
52	0	0	0.55	1.45
52	0	0	1.55	2.45
52	0	0	2.55	3.45
52	0	2	3.55	4.45
52	0	8	4.55	5.45
52	0	5	5.55	6.45
52	0	12	6.55	7.45
52	0	9	7.55	8.45
52	0	2	8.55	9.45
52	0	2	9.55	10.45
52	0	0	10.55	11.45
52	0	0	11.55	12.45
53	0	0	0.55	1.45
53	0	0	1.55	2.45
53	0	0	2.55	3.45
53	0	2	3.55	4.45
53	0	8	4.55	5.45
53	0	6	5.55	6.45
53	0	12	6.55	7.45
53	0	9	7.55	8.45
53	0	2	8.55	9.45
53	0	2	9.55	10.45
53	0	0	10.55	11.45
53	0	0	11.55	12.45
54	0	0	0.55	1.45
54	0	0	1.55	2.45
54	0	0	2.55	3.45
54	0	2	3.55	4.45
54	0	8	4.55	5.45
54	0	7	5.55	6.45
54	0	12	6.55	7.45
54	0	9	7.55	8.45
54	0	2	8.55	9.45
54	0	2	9.55	10.45
54	0	0	10.55	11.45
54	0	0	11.55	12.45
55	0	0	0.55	1.45
55	0	0	1.55	2.45
55	0	0	2.55	3.45
55	0	2	3.55	4.45
55	0	8	4.55	5.45
55	0	8	5.55	6.45
55	0	12	6.55	7.45
55	0	9	7.55	8.45
55	0	2	8.55	9.45
55	0	2	9.55	10.45
55	0	0	10.55	11.45
55	0	0	11.55	12.45
56	0	0	0.55	1.45
56	0	0	1.55	2.45
56	0	0	2.55	3.45
56	0	2	3.55	4.45
56	0	8	4.55	5.45
56	0	8	5.55	6.45
56	0	13	6.55	7.45
56	0	9	7.55	8.45
56	0	2	8.55	9.45
56	0	2	9.55	10.45
56	0	0	10.55	11.45
56	0	0	11.55	12.45
57	0	0	0.55	1.45
57	0	0	1.55	2.45
57	0	0	2.55	3.45
57	0	2	3.55	4.45
57	0	8	4.55	5.45
57	0	8	5.55	6.45
57	0	13	6.55	7.45
57	0	10	7.55	8.45
57	0	2	8.55	9.45
57	0	2	9.55	10.45
57	0	0	10.55	11.45
57	0	0	11.55	12.45
58	0	0	0.55	1.45
58	0	0	1.55	2.45
58	0	0	2.55	3.45
58	0	2	3.55	4.45
58	0	8	4.55	5.45
58	0	9	5.55	6.45
58	0	13	6.55	7.45
58	0	10	7.55	8.45
58	0	2	8.55	9.45
58	0	2	9.55	10.45
58	0	0	10.55	11.45
58	0	0	11.55	12.45
59	0	0	0.55	1.45
59	0	0	1.55	2.45
59	0	0	2.55	3.45
59	0	2	3.55	4.45
59	0	8	4.55	5.45
59	0	9	5.55	6.45
59	0	13	6.55	7.45
59	0	11	7.55	8.45
59	0	2	8.55	9.45
59	0	2	9.55	10.45
59	0	0	10.55	11.45
59	0	0	11.55	12.45
60	0	0	0.55	1.45
60	0	0	1.55	2.45
60	0	0	2.55	3.45
60	0	2	3.55	4.45
60	0	8	4.55	5.45
60	0	9	5.55	6.45
60	0	13	6.55	7.45
60	0	12	7.55	8.45
60	0	2	8.55	9.45
60	0	2	9.55	10.45
60	0	0	10.55	11.45
60	0	0	11.55	12.45
61	0	0	0.55	1.45
61	0	0	1.55	2.45
61	0	1	2.55	3.45
61	0	2	3.55	4.45
61	0	8	4.55	5.45
61	0	9	5.55	6.45
61	0	13	6.55	7.45
61	0	12	7.55	8.45
61	0	2	8.55	9.45
61	0	2	9.55	10.45
61	0	0	10.55	11.45
61	0	0	11.55	12.45
62	0	0	0.55	1.45
62	0	0	1.55	2.45
62	0	1	2.55	3.45
62	0	2	3.55	4.45
62	0	8	4.55	5.45
62	0	9	5.55	6.45
62	0	14	6.55	7.45
62	0	12	7.55	8.45
62	0	2	8.55	9.45
62	0	2	9.55	10.45
62	0	0	10.55	11.45
62	0	0	11.55	12.45
63	0	0	0.55	1.45
63	0	0	1.55	2.45
63	0	1	2.55	3.45
63	0	3	3.55	4.45
63	0	8	4.55	5.45
63	0	9	5.55	6.45
63	0	14	6.55	7.45
63	0	12	7.55	8.45
63	0	2	8.55	9.45
63	0	2	9.55	10.45
63	0	0	10.55	11.45
63	0	0	11.55	12.45
64	0	0	0.55	1.45
64	0	0	1.55	2.45
64	0	1	2.55	3.45
64	0	3	3.55	4.45
64	0	8	4.55	5.45
64	0	9	5.55	6.45
64	0	14	6.55	7.45
64	0	12	7.55	8.45
64	0	2	8.55	9.45
64	0	3	9.55	10.45
64	0	0	10.55	11.45
64	0	0	11.55	12.45
65	0	0	0.55	1.45
65	0	0	1.55	2.45
65	0	1	2.55	3.45
65	0	4	3.55	4.45
65	0	8	4.55	5.45
65	0	9	5.55	6.45
65	0	14	6.55	7.45
65	0	12	7.55	8.45
65	0	2	8.55	9.45
65	0	3	9.55	10.45
65	0	0	10.55	11.45
65	0	0	11.55	12.45
66	0	0	0.55	1.45
66	0	0	1.55	2.45
66	0	2	2.55	3.45
66	0	4	3.55	4.45
66	0	8	4.55	5.45
66	0	9	5.55	6.45
66	0	14	6.55	7.45
66	0	12	7.55	8.45
66	0	2	8.55	9.45
66	0	3	9.55	10.45
66	0	0	10.55	11.45
66	0	0	11.55	12.45
67	0	0	0.55	1.45
67	0	0	1.55	2.45
67	0	2	2.55	3.45
67	0	4	3.55	4.45
67	0	8	4.55	5.45
67	0	9	5.55	6.45
67	0	15	6.55	7.45
67	0	12	7.55	8.45
67	0	2	8.55	9.45
67	0	3	9.55	10.45
67	0	0	10.55	11.45
67	0	0	11.55	12.45
68	0	0	0.55	1.45
68	0	0	1.55	2.45
68	0	2	2.55	3.45
68	0	4	3.55	4.45
68	0	9	4.55	5.45
68	0	9	5.55	6.45
68	0	15	6.55	7.45
68	0	12	7.55	8.45
68	0	2	8.55	9.45
68	0	3	9.55	10.45
68	0	0	10.55	11.45
68	0	0	11.55	12.45
69	0	0	0.55	1.45
69	0	0	1.55	2.45
69	0	2	2.55	3.45
69	0	4	3.55	4.45
69	0	9	4.55	5.45
69	0	9	5.55	6.45
69	0	15	6.55	7.45
69	0	12	7.55	8.45
69	0	3	8.55	9.45
69	0	3	9.55	10.45
69	0	0	10.55	11.45
69	0	0	11.55	12.45
70	0	0	0.55	1.45
70	0	0	1.55	2.45
70	0	3	2.55	3.45
70	0	4	3.55	4.45
70	0	9	4.55	5.45
70	0	9	5.55	6.45
70	0	15	6.55	7.45
70	0	12	7.55	8.45
70	0	3	8.55	9.45
70	0	3	9.55	10.45
70	0	0	10.55	11.45
70	0	0	11.55	12.45
71	0	0	0.55	1.45
71	0	0	1.55	2.45
71	0	3	2.55	3.45
71	0	4	3.55	4.45
71	0	9	4.55	5.45
71	0	9	5.55	6.45
71	0	15	6.55	7.45
71	0	13	7.55	8.45
71	0	3	8.55	9.45
71	0	3	9.55	10.45
71	0	0	10.55	11.45
71	0	0	11.55	12.45
72	0	0	0.55	1.45
72	0	0	1.55	2.45
72	0	3	2.55	3.45
72	0	4	3.55	4.45
72	0	9	4.55	5.45
72	0	9	5.55	6.45
72	0	16	6.55	7.45
72	0	13	7.55	8.45
72	0	3	8.55	9.45
72	0	3	9.55	10.45
72	0	0	10.55	11.45
72	0	0	11.55	12.45
73	0	0	0.55	1.45
73	0	0	1.55	2.45
73	0	3	2.55	3.45
73	0	4	3.55	4.45
73	0	9	4.55	5.45
73	0	9	5.55	6.45
73	0	16	6.55	7.45
73	0	14	7.55	8.45
73	0	3	8.55	9.45
73	0	3	9.55	10.45
73	0	0	10.55	11.45
73	0	0	11.55	12.45
74	0	0	0.55	1.45
74	0	0	1.55	2.45
74	0	3	2.55	3.45
74	0	4	3.55	4.45
74	0	9	4.55	5.45
74	0	9	5.55	6.45
74	0	17	6.55	7.45
74	0	14	7.55	8.45
74	0	3	8.55	9.45
74	0	3	9.55	10.45
74	0	0	10.55	11.45
74	0	0	11.55	12.45
75	0	0	0.55	1.45
75	0	0	1.55	2.45
75	0	3	2.55	3.45
75	0	4	3.55	4.45
75	0	9	4.55	5.45
75	0	9	5.55	6.45
75	0	17	6.55	7.45
75	0	14	7.55	8.45
75	0	3	8.55	9.45
75	0	4	9.55	10.45
75	0	0	10.55	11.45
75	0	0	11.55	12.45
76	0	0	0.55	1.45
76	0	0	1.55	2.45
76	0	3	2.55	3.45
76	0	4	3.55	4.45
76	0	9	4.55	5.45
76	0	9	5.55	6.45
76	0	18	6.55	7.45
76	0	14	7.55	8.45
76	0	3	8.55	9.45
76	0	4	9.55	10.45
76	0	0	10.55	11.45
76	0	0	11.55	12.45
77	0	0	0.55	1.45
77	0	0	1.55	2.45
77	0	3	2.55	3.45
77	0	4	3.55	4.45
77	0	9	4.55	5.45
77	0	9	5.55	6.45
77	0	18	6.55	7.45
77	0	15	7.55	8.45
77	0	3	8.55	9.45
77	0	4	9.55	10.45
77	0	0	10.55	11.45
77	0	0	11.55	12.45
78	0	0	0.55	1.45
78	0	0	1.55	2.45
78	0	3	2.55	3.45
78	0	4	3.55	4.45
78	0	9	4.55	5.45
78	0	10	5.55	6.45
78	0	18	6.55	7.45
78	0	15	7.55	8.45
78	0	3	8.55	9.45
78	0	4	9.55	10.45
78	0	0	10.55	11.45
78	0	0	11.55	12.45
79	0	0	0.55	1.45
79	0	0	1.55	2.45
79	0	3	2.55	3.45
79	0	4	3.55	4.45
79	0	9	4.55	5.45
79	0	11	5.55	6.45
79	0	18	6.55	7.45
79	0	15	7.55	8.45
79	0	3	8.55	9.45
79	0	4	9.55	10.45
79	0	0	10.55	11.45
79	0	0	11.55	12.45
80	0	0	0.55	1.45
80	0	0	1.55	2.45
80	0	3	2.55	3.45
80	0	4	3.55	4.45
80	0	9	4.55	5.45
80	0	11	5.55	6.45
80	0	19	6.55	7.45
80	0	15	7.55	8.45
80	0	3	8.55	9.45
80	0	4	9.55	10.45
80	0	0	10.55	11.45
80	0	0	11.55	12.45
81	0	0	0.55	1.45
81	0	0	1.55	2.45
81	0	3	2.55	3.45
81	0	4	3.55	4.45
81	0	9	4.55	5.45
81	0	11	5.55	6.45
81	0	20	6.55	7.45
81	0	15	7.55	8.45
81	0	3	8.55	9.45
81	0	4	9.55	10.45
81	0	0	10.55	11.45
81	0	0	11.55	12.45
82	0	0	0.55	1.45
82	0	0	1.55	2.45
82	0	3	2.55	3.45
82	0	4	3.55	4.45
82	0	9	4.55	5.45
82	0	11	5.55	6.45
82	0	21	6.55	7.45
82	0	15	7.55	8.45
82	0	3	8.55	9.45
82	0	4	9.55	10.45
82	0	0	10.55	11.45
82	0	0	11.55	12.45
83	0	0	0.55	1.45
83	0	0	1.55	2.45
83	0	3	2.55	3.45
83	0	4	3.55	4.45
83	0	9	4.55	5.45
83	0	11	5.55	6.45
83	0	21	6.55	7.45
83	0	16	7.55	8.45
83	0	3	8.55	9.45
83	0	4	9.55	10.45
83	0	0	10.55	11.45
83	0	0	11.55	12.45
